"assetId","type","parent","catalog","widthM","heightM","depthM","massKg","evidence"
"platform-002/module-04/rack-07/node-01","compute","platform-002/module-04/rack-07","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-002/module-04/rack-07/node-02","compute","platform-002/module-04/rack-07","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-002/module-04/rack-07/node-03","compute","platform-002/module-04/rack-07","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-002/module-04/rack-07/node-04","compute","platform-002/module-04/rack-07","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-002/module-04/rack-08","rack","platform-002/module-04","equipment-v2","0.6","2.2","1.2","150","assumed"
"platform-002/module-04/rack-08/node-01","compute","platform-002/module-04/rack-08","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-002/module-04/rack-08/node-02","compute","platform-002/module-04/rack-08","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-002/module-04/rack-08/node-03","compute","platform-002/module-04/rack-08","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-002/module-04/rack-08/node-04","compute","platform-002/module-04/rack-08","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-002/module-04/rack-09","rack","platform-002/module-04","equipment-v2","0.6","2.2","1.2","150","assumed"
"platform-002/module-04/rack-09/node-01","compute","platform-002/module-04/rack-09","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-002/module-04/rack-09/node-02","compute","platform-002/module-04/rack-09","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-002/module-04/rack-09/node-03","compute","platform-002/module-04/rack-09","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-002/module-04/rack-09/node-04","compute","platform-002/module-04/rack-09","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-002/module-04/rack-10","rack","platform-002/module-04","equipment-v2","0.6","2.2","1.2","150","assumed"
"platform-002/module-04/rack-10/node-01","compute","platform-002/module-04/rack-10","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-002/module-04/rack-10/node-02","compute","platform-002/module-04/rack-10","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-002/module-04/rack-10/node-03","compute","platform-002/module-04/rack-10","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-002/module-04/rack-10/node-04","compute","platform-002/module-04/rack-10","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-002/module-04/rack-11","rack","platform-002/module-04","equipment-v2","0.6","2.2","1.2","150","assumed"
"platform-002/module-04/rack-11/node-01","compute","platform-002/module-04/rack-11","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-002/module-04/rack-11/node-02","compute","platform-002/module-04/rack-11","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-002/module-04/rack-11/node-03","compute","platform-002/module-04/rack-11","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-002/module-04/rack-11/node-04","compute","platform-002/module-04/rack-11","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-002/module-04/rack-12","rack","platform-002/module-04","equipment-v2","0.6","2.2","1.2","150","assumed"
"platform-002/module-04/rack-12/node-01","compute","platform-002/module-04/rack-12","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-002/module-04/rack-12/node-02","compute","platform-002/module-04/rack-12","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-002/module-04/rack-12/node-03","compute","platform-002/module-04/rack-12","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-002/module-04/rack-12/node-04","compute","platform-002/module-04/rack-12","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-002/module-04/rack-13","rack","platform-002/module-04","equipment-v2","0.6","2.2","1.2","150","assumed"
"platform-002/module-04/rack-13/node-01","compute","platform-002/module-04/rack-13","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-002/module-04/rack-13/node-02","compute","platform-002/module-04/rack-13","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-002/module-04/rack-13/node-03","compute","platform-002/module-04/rack-13","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-002/module-04/rack-13/node-04","compute","platform-002/module-04/rack-13","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-002/module-04/rack-14","rack","platform-002/module-04","equipment-v2","0.6","2.2","1.2","150","assumed"
"platform-002/module-04/rack-14/node-01","compute","platform-002/module-04/rack-14","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-002/module-04/rack-14/node-02","compute","platform-002/module-04/rack-14","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-002/module-04/rack-14/node-03","compute","platform-002/module-04/rack-14","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-002/module-04/rack-14/node-04","compute","platform-002/module-04/rack-14","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-002/module-04/rack-15","rack","platform-002/module-04","equipment-v2","0.6","2.2","1.2","150","assumed"
"platform-002/module-04/rack-15/node-01","compute","platform-002/module-04/rack-15","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-002/module-04/rack-15/node-02","compute","platform-002/module-04/rack-15","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-002/module-04/rack-15/node-03","compute","platform-002/module-04/rack-15","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-002/module-04/rack-15/node-04","compute","platform-002/module-04/rack-15","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-002/module-04/rack-16","rack","platform-002/module-04","equipment-v2","0.6","2.2","1.2","150","assumed"
"platform-002/module-04/rack-16/node-01","compute","platform-002/module-04/rack-16","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-002/module-04/rack-16/node-02","compute","platform-002/module-04/rack-16","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-002/module-04/rack-16/node-03","compute","platform-002/module-04/rack-16","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-002/module-04/rack-16/node-04","compute","platform-002/module-04/rack-16","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-002/module-04/rack-17","rack","platform-002/module-04","equipment-v2","0.6","2.2","1.2","150","assumed"
"platform-002/module-04/rack-17/node-01","compute","platform-002/module-04/rack-17","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-002/module-04/rack-17/node-02","compute","platform-002/module-04/rack-17","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-002/module-04/rack-17/node-03","compute","platform-002/module-04/rack-17","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-002/module-04/rack-17/node-04","compute","platform-002/module-04/rack-17","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-002/module-04/rack-18","rack","platform-002/module-04","equipment-v2","0.6","2.2","1.2","150","assumed"
"platform-002/module-04/rack-18/node-01","compute","platform-002/module-04/rack-18","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-002/module-04/rack-18/node-02","compute","platform-002/module-04/rack-18","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-002/module-04/rack-18/node-03","compute","platform-002/module-04/rack-18","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-002/module-04/rack-18/node-04","compute","platform-002/module-04/rack-18","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-002/module-04/rack-19","rack","platform-002/module-04","equipment-v2","0.6","2.2","1.2","150","assumed"
"platform-002/module-04/rack-19/node-01","compute","platform-002/module-04/rack-19","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-002/module-04/rack-19/node-02","compute","platform-002/module-04/rack-19","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-002/module-04/rack-19/node-03","compute","platform-002/module-04/rack-19","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-002/module-04/rack-19/node-04","compute","platform-002/module-04/rack-19","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-002/module-04/rack-20","rack","platform-002/module-04","equipment-v2","0.6","2.2","1.2","150","assumed"
"platform-002/module-04/rack-20/node-01","compute","platform-002/module-04/rack-20","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-002/module-04/rack-20/node-02","compute","platform-002/module-04/rack-20","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-002/module-04/rack-20/node-03","compute","platform-002/module-04/rack-20","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-002/module-04/rack-20/node-04","compute","platform-002/module-04/rack-20","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-002/module-04/rack-21","rack","platform-002/module-04","equipment-v2","0.6","2.2","1.2","150","assumed"
"platform-002/module-04/rack-21/node-01","compute","platform-002/module-04/rack-21","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-002/module-04/rack-21/node-02","compute","platform-002/module-04/rack-21","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-002/module-04/rack-21/node-03","compute","platform-002/module-04/rack-21","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-002/module-04/rack-21/node-04","compute","platform-002/module-04/rack-21","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-002/module-04/rack-22","rack","platform-002/module-04","equipment-v2","0.6","2.2","1.2","150","assumed"
"platform-002/module-04/rack-22/node-01","compute","platform-002/module-04/rack-22","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-002/module-04/rack-22/node-02","compute","platform-002/module-04/rack-22","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-002/module-04/rack-22/node-03","compute","platform-002/module-04/rack-22","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-002/module-04/rack-22/node-04","compute","platform-002/module-04/rack-22","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-002/module-04/rack-23","rack","platform-002/module-04","equipment-v2","0.6","2.2","1.2","150","assumed"
"platform-002/module-04/rack-23/node-01","compute","platform-002/module-04/rack-23","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-002/module-04/rack-23/node-02","compute","platform-002/module-04/rack-23","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-002/module-04/rack-23/node-03","compute","platform-002/module-04/rack-23","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-002/module-04/rack-23/node-04","compute","platform-002/module-04/rack-23","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-002/module-04/rack-24","rack","platform-002/module-04","equipment-v2","0.6","2.2","1.2","150","assumed"
"platform-002/module-04/rack-24/node-01","compute","platform-002/module-04/rack-24","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-002/module-04/rack-24/node-02","compute","platform-002/module-04/rack-24","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-002/module-04/rack-24/node-03","compute","platform-002/module-04/rack-24","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-002/module-04/rack-24/node-04","compute","platform-002/module-04/rack-24","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-002/module-04/rack-25","rack","platform-002/module-04","equipment-v2","0.6","2.2","1.2","150","assumed"
"platform-002/module-04/rack-25/node-01","compute","platform-002/module-04/rack-25","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-002/module-04/rack-25/node-02","compute","platform-002/module-04/rack-25","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-002/module-04/rack-25/node-03","compute","platform-002/module-04/rack-25","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-002/module-04/rack-25/node-04","compute","platform-002/module-04/rack-25","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-002/module-04/rack-26","rack","platform-002/module-04","equipment-v2","0.6","2.2","1.2","150","assumed"
"platform-002/module-04/rack-26/node-01","compute","platform-002/module-04/rack-26","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-002/module-04/rack-26/node-02","compute","platform-002/module-04/rack-26","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-002/module-04/rack-26/node-03","compute","platform-002/module-04/rack-26","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-002/module-04/rack-26/node-04","compute","platform-002/module-04/rack-26","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-002/module-04/rack-27","rack","platform-002/module-04","equipment-v2","0.6","2.2","1.2","150","assumed"
"platform-002/module-04/rack-27/node-01","compute","platform-002/module-04/rack-27","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-002/module-04/rack-27/node-02","compute","platform-002/module-04/rack-27","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-002/module-04/rack-27/node-03","compute","platform-002/module-04/rack-27","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-002/module-04/rack-27/node-04","compute","platform-002/module-04/rack-27","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-002/module-04/rack-28","rack","platform-002/module-04","equipment-v2","0.6","2.2","1.2","150","assumed"
